90210349,1,1130032396,,Installed,1,Receiving,902058130010144
91422280,2,15249WL23485870,,Installed,1,Receiving,914048120042209
91122937,1,1130035440,,Installed,1,Receiving,911054990042817
91125728,1,1130078512,,Installed,1,Receiving,911059630048850
91115521,1,1130033985,,Installed,1,Receiving,911048120015056
90718456,2,15250WL23486235,,Installed,1,Receiving,907054990029574
90116232,,7cfc96cc183af99b,,Installed,1,Receiving,900053110001588
91418170,2,15232WL23385557,,Installed,1,Receiving,914048120029289
91222009,2,15248WL23483144,,Installed,1,Receiving,912054990041955
91117176,2,15249WL23484781,,Installed,1,Receiving,911054990028332
91119010,2,15248WL23482584,,Installed,1,Receiving,911059630030111
91415836,1,1130033398,,Installed,1,Receiving,914048120015354
91222932,2,15249WL23484802,,Installed,1,Receiving,912059630042813
90127174,2,16165WL24544808,,Installed,1,Receiving,901059630067087
90112733,1,1130043573,,Installed,1,Receiving,901048120012378
90216518,1,1130043806,,Installed,1,Receiving,902048120024085
90325982,2,15248WL23482354,,Installed,1,Receiving,903054990067028
91021066,2,15232WL23383745,,Installed,1,Receiving,910054990041075
90117696,2,15250WL23488451,,Installed,1,Receiving,901099500028848
90323558,1,1130034815,,Installed,1,Receiving,903054990047013
90212725,1,1130033527,,Installed,1,Receiving,902054990012370
91417786,2,15249WL23484589,,Installed,1,Receiving,914048120028937
90325805,2,15250WL23489393,,Installed,1,Receiving,903048120048926
90116702,1,1130032117,,Installed,1,Receiving,901099500024257
91327501,2,15248WL23481230,,Installed,1,Receiving,913048120094759
90223125,1,1130034522,,Installed,1,Receiving,902054990046562
91325523,2,15250WL23489118,,Installed,1,Receiving,913054990048652
90621265,2,15249WL23484557,,Installed,1,Receiving,906054990041272
91124435,1,1130033407,,Installed,1,Receiving,911048120014724
91123984,2,15250WL23486502,,Swapped,1,Receiving,911048120014724
90523182,1,1130041254,,Installed,1,Receiving,905048120046617
90110734,1,1130032482,,Installed,1,Receiving,901058130010508
90111371,1,1130033891,,Installed,1,Receiving,901054990011111
90128263,2,16165WL24542168,,Installed,1,Receiving,901059630095346
90328547,2,16166WL24545449,,Installed,1,Receiving,903058140095559
90127751,2,16166WL24545204,,Installed,1,Receiving,901054990012338
90001520,1,1130043965,,Installed,1,Receiving,900053110001464
90718904,2,15249WL23484449,,Installed,1,Receiving,907048120030006
90325714,2,16058WL24102835,,Installed,1,Receiving,903054990048839
90227629,2,16165WL24544418,,Installed,1,Receiving,902059630094864
91114621,1,1130031956,,Installed,1,Receiving,911048120014195
90221544,2,15248WL23482841,,Installed,1,Receiving,902054990041537
90223099,1,1130031903,,Installed,1,Receiving,902054990046542
91019921,2,15250WL23488729,,Installed,1,Receiving,910059630031311
90317434,2,15248WL23480972,,Installed,1,Receiving,903054990028586
90001743,1,1130034799,,Installed,1,Receiving,900053110001686
90114432,3,421,,Swapped,1,Receiving,901054990014012
90520213,2,15231WL23380943,,Installed,1,Receiving,905059630031596
90320654,2,15250WL23488312,,Installed,1,Receiving,903054990031959
90522275,2,15232WL23383592,,Installed,1,Receiving,905051220042204
90424547,1,1130034607,,Installed,1,Receiving,904048120047790
90117190,2,15250WL23487337,,Installed,1,Receiving,901048120028346
90126885,2,15232WL23385878,,Installed,1,Receiving,901054990090156
90210393,1,1130031986,,Installed,1,Receiving,902054990010188
90115495,1,1130034601,,Installed,1,Receiving,901099500015029
91423917,2,15248WL23480901,,Installed,1,Receiving,914054990047362
91424774,2,16058WL24105028,,Installed,1,Receiving,914048120047969
90001221,1,1130033924,,Installed,1,Receiving,900048120001168
90120075,2,15231WL23381071,,Installed,1,Receiving,901059630031462
90113975,1,1130033413,,Installed,1,Receiving,901054990013565
90125582,2,15249WL23485614,,Installed,1,Receiving,901054990048712
90325827,2,15248WL23481253,,Installed,1,Receiving,903054990048948
90001571,1,1130032406,,Installed,1,Receiving,900053110001515
90118791,2,15250WL23488037,,Installed,1,Receiving,901099500029895
90122845,2,15250WL23488173,,Installed,1,Receiving,900048120000943
90216511,1,1130043585,,Installed,1,Receiving,902054990024078
90001010,1,1130035488,,Installed,1,Receiving,900048120000958
91225990,1,1130078502,,Installed,1,Receiving,912054990067035
91421549,2,15232WL23385897,,Installed,1,Receiving,914048120041542
90228465,2,16165WL24542227,,Installed,1,Receiving,902054990095515
90222272,1,1130043969,,Installed,1,Receiving,902054990042202
90123347,1,1130034796,,Installed,1,Receiving,901054990046768
91322417,2,15248WL23482165,,Installed,1,Receiving,913048120042338
91028665,2,16165WL24542387,,Installed,1,Receiving,910059630095643
91525675,1,1130032836,,Installed,1,Receiving,915059630048800
90120019,2,15250WL23487921,,Installed,1,Receiving,901048120031408
90126985,1,1130044816,,Installed,1,Receiving,901058130090245
90527081,1,1130032685,,Installed,1,Receiving,905054990090327
90000199,1,1130032670,,Installed,1,Receiving,900053110000158
90110950,3,d8382b37c326b678,,Installed,1,Receiving,900053110000295
